# Omega_0                   delta_crit
5.920397718530999720e-01 1.681747941375099753e+00
5.930149412136800358e-01 1.681762767915782941e+00
5.939901103214799694e-01 1.681777570091498086e+00
5.949652792245100352e-01 1.681792347982913993e+00
5.959404479677300470e-01 1.681807101670256044e+00
5.969156165975599837e-01 1.681821831233376807e+00
5.978907851596699796e-01 1.681836536751725397e+00
5.988659536994499488e-01 1.681851218304357243e+00
5.998411222620100292e-01 1.681865875969936308e+00
6.008162908923999623e-01 1.681880509826741532e+00
6.017914596348500345e-01 1.681895119952657724e+00
6.027666285348499686e-01 1.681909706425208650e+00
6.037417976355300420e-01 1.681924269321506182e+00
6.047169669807399561e-01 1.681938808718298706e+00
6.056921366153099617e-01 1.681953324691976670e+00
6.066673065815100241e-01 1.681967817318522851e+00
6.076424769229900047e-01 1.681982286673574301e+00
6.086176476825999604e-01 1.681996732832390151e+00
6.095928189031100120e-01 1.682011155869866492e+00
6.105679906269499968e-01 1.682025555860534594e+00
6.115431628964399513e-01 1.682039932878565347e+00
6.125183357535599615e-01 1.682054286997770154e+00
6.134935092396599510e-01 1.682068618291597817e+00
6.144686833970800510e-01 1.682082926833160519e+00
6.154438582670800351e-01 1.682097212695205624e+00
6.164190338900900068e-01 1.682111475950122781e+00
6.173942103069299803e-01 1.682125716669962356e+00
6.183693875593699874e-01 1.682139934926447200e+00
6.193445656866499727e-01 1.682154130790923130e+00
6.203197447294199751e-01 1.682168304334418663e+00
6.212949247276400300e-01 1.682182455627617701e+00
6.222701057210200393e-01 1.682196584740865530e+00
6.232452877491300169e-01 1.682210691744175701e+00
6.242204708509300204e-01 1.682224776707223146e+00
6.251956550662399748e-01 1.682238839699368160e+00
6.261708404339699774e-01 1.682252880789632643e+00
6.271460269920999808e-01 1.682266900046702318e+00
6.281212147794800194e-01 1.682280897538954934e+00
6.290964038342999887e-01 1.682294873334439167e+00
6.300715941943799692e-01 1.682308827500881954e+00
6.310467858985400191e-01 1.682322760105708914e+00
6.320219789834400359e-01 1.682336671216002832e+00
6.329971734864400235e-01 1.682350560898544733e+00
6.339723694459300507e-01 1.682364429219821211e+00
6.349475668978600273e-01 1.682378276245977133e+00
6.359227658790900239e-01 1.682392102042865378e+00
6.368979664273399788e-01 1.682405906676047280e+00
6.378731685775800297e-01 1.682419690210743779e+00
6.388483723672500059e-01 1.682433452711911137e+00
6.398235778322499678e-01 1.682447194244186095e+00
6.407987850078800118e-01 1.682460914871900970e+00
6.417739939301499996e-01 1.682474614659103862e+00
6.427492046340900211e-01 1.682488293669537338e+00
6.437244171561800066e-01 1.682501951966673293e+00
6.446996315301100067e-01 1.682515589613655438e+00
6.456748477921100404e-01 1.682529206673376576e+00
6.466500659759499836e-01 1.682542803208410431e+00
6.476252861165100461e-01 1.682556379281061165e+00
6.486005082481800521e-01 1.682569934953345836e+00
6.495757324051399939e-01 1.682583470286997951e+00
6.505509586213600315e-01 1.682596985343469687e+00
6.515261869307199527e-01 1.682610480183935220e+00
6.525014173668299833e-01 1.682623954869290506e+00
6.534766499631700087e-01 1.682637409460155720e+00
6.544518847530399475e-01 1.682650844016877478e+00
6.554271217695799567e-01 1.682664258599529505e+00
6.564023610456699576e-01 1.682677653267913964e+00
6.573776026138199446e-01 1.682691028081561013e+00
6.583528465076200487e-01 1.682704383099750345e+00
6.593280927584800333e-01 1.682717718381468552e+00
6.603033413989799483e-01 1.682731033985455538e+00
6.612785924612399890e-01 1.682744329970184527e+00
6.622538459771899477e-01 1.682757606393867844e+00
6.632291019785500064e-01 1.682770863314456911e+00
6.642043604965699455e-01 1.682784100789640913e+00
6.651796215637300058e-01 1.682797318876872117e+00
6.661548852102600060e-01 1.682810517633318126e+00
6.671301514676000188e-01 1.682823697115913175e+00
6.681054203666599856e-01 1.682836857381333040e+00
6.690806919382800144e-01 1.682849998486004806e+00
6.700559662130399774e-01 1.682863120486105091e+00
6.710312432213699774e-01 1.682876223437563157e+00
6.720065229936099671e-01 1.682889307396062462e+00
6.729818055595999660e-01 1.682902372417037995e+00
6.739570909502400342e-01 1.682915418555696707e+00
6.749323791941199691e-01 1.682928445866975986e+00
6.759076703222099969e-01 1.682941454405605608e+00
6.768829643627100046e-01 1.682954444226042234e+00
6.778582613463099982e-01 1.682967415382539134e+00
6.788335613013000147e-01 1.682980367929084231e+00
6.798088642567100548e-01 1.682993301919442297e+00
6.807841702421000285e-01 1.683006217407153393e+00
6.817594792862899933e-01 1.683019114445517106e+00
6.827347914169300536e-01 1.683031993087589662e+00
6.837101066638000546e-01 1.683044853386227446e+00
6.846854250539099462e-01 1.683057695394023501e+00
6.856607466167700116e-01 1.683070519163379686e+00
6.866360713794800175e-01 1.683083324746441845e+00
6.876113993699199956e-01 1.683096112195144212e+00
6.885867306168399482e-01 1.683108881561211190e+00
6.895620651468800100e-01 1.683121632896119380e+00
6.905374029878400544e-01 1.683134366251142655e+00
6.915127441667200392e-01 1.683147081677326184e+00
6.924880887117900174e-01 1.683159779225516406e+00
6.934634366490199930e-01 1.683172458946314620e+00
6.944387880054599949e-01 1.683185120890122510e+00
6.954141428087600163e-01 1.683197765107137256e+00
6.963895010844100009e-01 1.683210391647316451e+00
6.973648628597699517e-01 1.683223000560432059e+00
6.983402281609499829e-01 1.683235591896031336e+00
6.993155970145800149e-01 1.683248165703460142e+00
7.002909694458100409e-01 1.683260722031839185e+00
7.012663454818499620e-01 1.683273260930109316e+00
7.022417251473099808e-01 1.683285782446975132e+00
7.032171084692200314e-01 1.683298286630968255e+00
7.041924954722600383e-01 1.683310773530388937e+00
7.051678861818300170e-01 1.683323243193345364e+00
7.061432806239199556e-01 1.683335695667753429e+00
7.071186788237799892e-01 1.683348131001321635e+00
7.080940808058899805e-01 1.683360549241551096e+00
7.090694865954499937e-01 1.683372950435755300e+00
7.100448962174400469e-01 1.683385334631050112e+00
7.110203096964500258e-01 1.683397701874351782e+00
7.119957270568000318e-01 1.683410052212380270e+00
7.129711483239400405e-01 1.683422385691678347e+00
7.139465735209500341e-01 1.683434702358566959e+00
7.149220026732699962e-01 1.683447002259207403e+00
7.158974358038400210e-01 1.683459285439540265e+00
7.168728729375100084e-01 1.683471551945342481e+00
7.178483140981699595e-01 1.683483801822192705e+00
7.188237593086600485e-01 1.683496035115469081e+00
7.197992085938700324e-01 1.683508251870392547e+00
7.207746619763399920e-01 1.683520452131969325e+00
7.217501194798700004e-01 1.683532635945039324e+00
7.227255811276399600e-01 1.683544803354253050e+00
7.237010469428599713e-01 1.683556954404080264e+00
7.246765169486100167e-01 1.683569089138809094e+00
7.256519911678499524e-01 1.683581207602548258e+00
7.266274696233799846e-01 1.683593309839225727e+00
7.276029523375999730e-01 1.683605395892587842e+00
7.285784393337300102e-01 1.683617465806215518e+00
7.295539306342599950e-01 1.683629519623505599e+00
7.305294262607200384e-01 1.683641557387667964e+00
7.315049262365299620e-01 1.683653579141764389e+00
7.324804305827300466e-01 1.683665584928653924e+00
7.334559393221800061e-01 1.683677574791047071e+00
7.344314524769000041e-01 1.683689548771474032e+00
7.354069700681099553e-01 1.683701506912285373e+00
7.363824921175300409e-01 1.683713449255669570e+00
7.373580186474100184e-01 1.683725375843653227e+00
7.383335496792500230e-01 1.683737286718087978e+00
7.393090852336700047e-01 1.683749181920648708e+00
7.402846253327499682e-01 1.683761061492862643e+00
7.412601699977100500e-01 1.683772925476082705e+00
7.422357192489099642e-01 1.683784773911488397e+00
7.432112731080799950e-01 1.683796606840112897e+00
7.441868315961499558e-01 1.683808424302819295e+00
7.451623947334500286e-01 1.683820226340301485e+00
7.461379625405699656e-01 1.683832012993097704e+00
7.471135350390200047e-01 1.683843784301597646e+00
7.480891122484100153e-01 1.683855540306010479e+00
7.490646941894899546e-01 1.683867281046401931e+00
7.500402808825199497e-01 1.683879006562674530e+00
7.510158723476899612e-01 1.683890716894575146e+00
7.519914686051499819e-01 1.683902412081695443e+00
7.529670696746300074e-01 1.683914092163467213e+00
7.539426755765600285e-01 1.683925757179178362e+00
7.549182863304799707e-01 1.683937407167952927e+00
7.558939019561500272e-01 1.683949042168766397e+00
7.568695224734399707e-01 1.683960662220444604e+00
7.578451479014099990e-01 1.683972267361653952e+00
7.588207782596699813e-01 1.683983857630917846e+00
7.597964135673600516e-01 1.683995433066605818e+00
7.607720538444999736e-01 1.684006993706949729e+00
7.617476991095200045e-01 1.684018539590016017e+00
7.627233493816699683e-01 1.684030070753734787e+00
7.636990046797399456e-01 1.684041587235884485e+00
7.646746650233400278e-01 1.684053089074109444e+00
7.656503304302899604e-01 1.684064576305888350e+00
7.666260009202600090e-01 1.684076048968578432e+00
7.676016765109200390e-01 1.684087507099371495e+00
7.685773572217400318e-01 1.684098950735338107e+00
7.695530430702199887e-01 1.684110379913384747e+00
7.705287340756900027e-01 1.684121794670299543e+00
7.715044302553799582e-01 1.684133195042706088e+00
7.724801316285400121e-01 1.684144581067112068e+00
7.734558382124400167e-01 1.684155952779865517e+00
7.744315500253999840e-01 1.684167310217187463e+00
7.754072670853100480e-01 1.684178653415158378e+00
7.763829894100100493e-01 1.684189982409721287e+00
7.773587170172600036e-01 1.684201297236683326e+00
7.783344499244500003e-01 1.684212597931712629e+00
7.793101881499300276e-01 1.684223884530354098e+00
7.802859317104899883e-01 1.684235157068001643e+00
7.812616806237300260e-01 1.684246415579925271e+00
7.822374349070499999e-01 1.684257660101261322e+00
7.832131945774200021e-01 1.684268890667009577e+00
7.841889596527400474e-01 1.684280107312049246e+00
7.851647301494200093e-01 1.684291310071113212e+00
7.861405060846600179e-01 1.684302498978813789e+00
7.871162874753999672e-01 1.684313674069631395e+00
7.880920743385400051e-01 1.684324835377917884e+00
7.890678666907799954e-01 1.684335982937895437e+00
7.900436645488699838e-01 1.684347116783659892e+00
7.910194679291600028e-01 1.684358236949176524e+00
7.919952768488900396e-01 1.684369343468294922e+00
7.929710913238300352e-01 1.684380436374723011e+00
7.939469113703500058e-01 1.684391515702051478e+00
7.949227370052499575e-01 1.684402581483751771e+00
7.958985682447200505e-01 1.684413633753165662e+00
7.968744051044700516e-01 1.684424672543507029e+00
7.978502476008000333e-01 1.684435697887873840e+00
7.988260957497099746e-01 1.684446709819240162e+00
7.998019495671500056e-01 1.684457708370458828e+00
8.007778090689400274e-01 1.684468693574260101e+00
8.017536742706500297e-01 1.684479665463253006e+00
8.027295451886800048e-01 1.684490624069936437e+00
8.037054218379600101e-01 1.684501569426674505e+00
8.046813042342899625e-01 1.684512501565723408e+00
8.056571923931300505e-01 1.684523420519218107e+00
8.066330863299000509e-01 1.684534326319176767e+00
8.076089860599799941e-01 1.684545218997500760e+00
8.085848915983899765e-01 1.684556098585972217e+00
8.095608029610099621e-01 1.684566965116267800e+00
8.105367201622699636e-01 1.684577818619933387e+00
8.115126432172999893e-01 1.684588659128409160e+00
8.124885721414499828e-01 1.684599486673024504e+00
8.134645069494600422e-01 1.684610301284989120e+00
8.144404476564199857e-01 1.684621102995404351e+00
8.154163942764199868e-01 1.684631891835248751e+00
8.163923468248599491e-01 1.684642667835404728e+00
8.173683053163399714e-01 1.684653431026635007e+00
8.183442697648299902e-01 1.684664181439585295e+00
8.193202401857000439e-01 1.684674919104806712e+00
8.202962165927299987e-01 1.684685644052724696e+00
8.212721990002900263e-01 1.684696356313662768e+00
8.222481874231699628e-01 1.684707055917840091e+00
8.232241818755600127e-01 1.684717742895362802e+00
8.242001823710199959e-01 1.684728417276222689e+00
8.251761889245099457e-01 1.684739079090320724e+00
8.261522015492700488e-01 1.684749728367433308e+00
8.271282202598500000e-01 1.684760365137245142e+00
8.281042450702199575e-01 1.684770989429330124e+00
8.290802759937699884e-01 1.684781601273151574e+00
8.300563130445499649e-01 1.684792200698075337e+00
8.310323562360899530e-01 1.684802787733359564e+00
8.320084055826000302e-01 1.684813362408165149e+00
8.329844610971299801e-01 1.684823924751539304e+00
8.339605227934400178e-01 1.684834474792434422e+00
8.349365906849399721e-01 1.684845012559697430e+00
8.359126647849000058e-01 1.684855538082073334e+00
8.368887451070800010e-01 1.684866051388211439e+00
8.378647524571100069e-01 1.684876551655005272e+00
8.388408457628000470e-01 1.684887040620552945e+00
8.398169453296699949e-01 1.684897517455172800e+00
8.407930511714000188e-01 1.684907982187115794e+00
8.417691633005099927e-01 1.684918434844522528e+00
8.427452817301599453e-01 1.684928875455442565e+00
8.437214064732799779e-01 1.684939304047825770e+00
8.446975375427600019e-01 1.684949720649524751e+00
8.456736749514000007e-01 1.684960125288294641e+00
8.466498187119999574e-01 1.684970517991794869e+00
8.476259688371899914e-01 1.684980898787587167e+00
8.486021253396700548e-01 1.684991267703139339e+00
8.495782882320199736e-01 1.685001624765823047e+00
8.505544575267399710e-01 1.685011970002915138e+00
8.515306332363600239e-01 1.685022303441599201e+00
8.525068153731899523e-01 1.685032625108962234e+00
8.534830039497000032e-01 1.685042935032001088e+00
8.544591989779499741e-01 1.685053233237615578e+00
8.554354004707099834e-01 1.685063519752620476e+00
8.564116084396899975e-01 1.685073794603728192e+00
8.573878228969800119e-01 1.685084057817564318e+00
8.583640438550399487e-01 1.685094309420666736e+00
8.593402713258599945e-01 1.685104549439478516e+00
8.603165053211000446e-01 1.685114777900349026e+00
8.612927458526600244e-01 1.685124994829541256e+00
8.622689929327499447e-01 1.685135200253231602e+00
8.632452465729999469e-01 1.685145394197501645e+00
8.642215067853400434e-01 1.685155576688348811e+00
8.651977735811400283e-01 1.685165747751675269e+00
8.661740469722299940e-01 1.685175907413301477e+00
8.671503269701500427e-01 1.685186055698957741e+00
8.681266135865099987e-01 1.685196192634287993e+00
8.691029068326200369e-01 1.685206318244846235e+00
8.700792067203799718e-01 1.685216432556108090e+00
8.710555132607500362e-01 1.685226535593452368e+00
8.720318264650099849e-01 1.685236627382177055e+00
8.730081463449399504e-01 1.685246707947499978e+00
8.739844729111599930e-01 1.685256777314542598e+00
8.749608061753300081e-01 1.685266835508353100e+00
8.759371461484000143e-01 1.685276882553889299e+00
8.769134928416100205e-01 1.685286918476027518e+00
8.778898462657199753e-01 1.685296943299557260e+00
8.788662064316900002e-01 1.685306957049187204e+00
8.798425733508900004e-01 1.685316959749547649e+00
8.808189470338000371e-01 1.685326951425178743e+00
8.817953274914099859e-01 1.685336932100544027e+00
8.827717147343200343e-01 1.685346901800021779e+00
8.837481087737300012e-01 1.685356860547915892e+00
8.847245096198900205e-01 1.685366808368440328e+00
8.857009172835900168e-01 1.685376745285734224e+00
8.866773317752999484e-01 1.685386671323854113e+00
8.876537531059599528e-01 1.685396586506781924e+00
8.886301812856900462e-01 1.685406490858411876e+00
8.896066163249199965e-01 1.685416384402563583e+00
8.905830582343600144e-01 1.685426267162980718e+00
8.915595070242999798e-01 1.685436139163324576e+00
8.925359627048700117e-01 1.685446000427177626e+00
8.935124252863000383e-01 1.685455850978046399e+00
8.944888947792000167e-01 1.685465690839363484e+00
8.954653711933699967e-01 1.685475520034477537e+00
8.964418545389299942e-01 1.685485338586663939e+00
8.974183448262500473e-01 1.685495146519124798e+00
8.983948420652000388e-01 1.685504943854981619e+00
8.993713462659399527e-01 1.685514730617283297e+00
9.003478574380300303e-01 1.685524506828998126e+00
9.013243755918699529e-01 1.685534272513028231e+00
9.023009007369600099e-01 1.685544027692192914e+00
9.032774328832400279e-01 1.685553772389240645e+00
9.042539720404899617e-01 1.685563506626845953e+00
9.052305182183200127e-01 1.685573230427608316e+00
9.062070714266300397e-01 1.685582943814056156e+00
9.071836316750000462e-01 1.685592646808643291e+00
9.081601989730999636e-01 1.685602339433750929e+00
9.091367733302699872e-01 1.685612021711686115e+00
9.101133547561499615e-01 1.685621693664686171e+00
9.110899432600999548e-01 1.685631355314915147e+00
9.120665388518800487e-01 1.685641006684468701e+00
9.130431415405699802e-01 1.685650647795366552e+00
9.140197513355999837e-01 1.685660278669560475e+00
9.149963682462699532e-01 1.685669899328930521e+00
9.159729922818700132e-01 1.685679509795287467e+00
9.169496234515199795e-01 1.685689110090370590e+00
9.179262617646100075e-01 1.685698700235851888e+00
9.189029072302600243e-01 1.685708280253332747e+00
9.198795598573700216e-01 1.685717850164343501e+00
9.208562196550299506e-01 1.685727409990346981e+00
9.218328866325400384e-01 1.685736959752741182e+00
9.228095607985800086e-01 1.685746499472849269e+00
9.237862421621000353e-01 1.685756029171930237e+00
9.247629307322999814e-01 1.685765548871177799e+00
9.257396265177200156e-01 1.685775058591712394e+00
9.267163295272300427e-01 1.685784558354591178e+00
9.276930397698399666e-01 1.685794048180806248e+00
9.286697572539700518e-01 1.685803528091277315e+00
9.296464819886699482e-01 1.685812998106865024e+00
9.306232139823500393e-01 1.685822458248357858e+00
9.315999532437100328e-01 1.685831908536482349e+00
9.325766997813399461e-01 1.685841348991897970e+00
9.335534536038100351e-01 1.685850779635200469e+00
9.345302147195300169e-01 1.685860200486918759e+00
9.355069831372400113e-01 1.685869611567520465e+00
9.364837588651100386e-01 1.685879012897405049e+00
9.374605419115800142e-01 1.685888404496909576e+00
9.384373322851500276e-01 1.685897786386309161e+00
9.394141299941499712e-01 1.685907158585813859e+00
9.403909350466900241e-01 1.685916521115568667e+00
9.413677474511400467e-01 1.685925873995658630e+00
9.423445672157000352e-01 1.685935217246104623e+00
9.433213943484799469e-01 1.685944550886864901e+00
9.442982288578199990e-01 1.685953874937837549e+00
9.452750707515800155e-01 1.685963189418855146e+00
9.462519200380800077e-01 1.685972494349692985e+00
9.472287767251800217e-01 1.685981789750061077e+00
9.482056408209199594e-01 1.685991075639609926e+00
9.491825123332700009e-01 1.686000352037929195e+00
9.501593912701700173e-01 1.686009618964548151e+00
9.511362776394499674e-01 1.686018876438934555e+00
9.521131714491499753e-01 1.686028124480498436e+00
9.530900727069200329e-01 1.686037363108586762e+00
9.540669814205999799e-01 1.686046592342488326e+00
9.550438975978899903e-01 1.686055812201432635e+00
9.560208212466999589e-01 1.686065022704591465e+00
9.569977523745200054e-01 1.686074223871074418e+00
9.579746909890799467e-01 1.686083415719934697e+00
9.589516370979800364e-01 1.686092598270166443e+00
9.599285907088199732e-01 1.686101771540706062e+00
9.609055518291500508e-01 1.686110935550431345e+00
9.618825204664800399e-01 1.686120090318162568e+00
9.628594966283100520e-01 1.686129235862663167e+00
9.638364803220199617e-01 1.686138372202637514e+00
9.648134715551800467e-01 1.686147499356736246e+00
9.657904703350399522e-01 1.686156617343549602e+00
9.667674766689799970e-01 1.686165726181613200e+00
9.677444905643499684e-01 1.686174825889406259e+00
9.687215120283599878e-01 1.686183916485350709e+00
9.696985410684000328e-01 1.686192997987815190e+00
9.706755776915699796e-01 1.686202070415109500e+00
9.716526219050599655e-01 1.686211133785489702e+00
9.726296737161399530e-01 1.686220188117157903e+00
9.736067331318000173e-01 1.686229233428258034e+00
9.745838001591999866e-01 1.686238269736882289e+00
9.755608748053700152e-01 1.686247297061066241e+00
9.765379570773500273e-01 1.686256315418792617e+00
9.775150469820900190e-01 1.686265324827988632e+00
9.784921445266500095e-01 1.686274325306529542e+00
9.794692497178300039e-01 1.686283316872234872e+00
9.804463625626399503e-01 1.686292299542871964e+00
9.814234830678599808e-01 1.686301273336154205e+00
9.824006112403199653e-01 1.686310238269742356e+00
9.833777470868799719e-01 1.686319194361244778e+00
9.843548906142000066e-01 1.686328141628215871e+00
9.853320418290699712e-01 1.686337080088158746e+00
9.863092007381699666e-01 1.686346009758524334e+00
9.872863673480900548e-01 1.686354930656710049e+00
9.882635416654900196e-01 1.686363842800063129e+00
9.892407236968699946e-01 1.686372746205878403e+00
9.902179134487999468e-01 1.686381640891399192e+00
9.911951109276599947e-01 1.686390526873817075e+00
9.921723161398799951e-01 1.686399404170273231e+00
9.931495290917200514e-01 1.686408272797856434e+00
9.941267497893500060e-01 1.686417132773605054e+00
9.951039782387800514e-01 1.686425984114505283e+00
9.960812144456999695e-01 1.686434826837490908e+00
9.970584584153100449e-01 1.686443660959441537e+00
9.980357101515899831e-01 1.686452486497176384e+00
9.990129696547600524e-01 1.686461303467431172e+00
9.999902368780400064e-01 1.686470111886470002e+00
